ID;Idade;Genero;Escolaridade;Renda_Faixa;Regiao;Plataforma_Principal;Horas_Dia_Media;Dispositivo_Principal;Freq_Uso_Noticias;Confianca_Midia_1a10;Compartilha_Noticias;Assina_Jornal_Digital;Gasto_Mensal_Midia_R$;Satisfacao_Conteudo_1a10;Cluster_Sugerido
935;40;Masculino;Médio;10-20 SM;Nordeste;Facebook;3.2;Smartphone;Diariamente;7;Não;Sim;127.6;10;Info Seeker
936;28;Masculino;Superior Completo;Até 2 SM;Sul;Instagram;2.1;Desktop;Raramente;5;Não;Não;120.42;10;Consumidor Moderado
937;22;Feminino;Superior Incompleto;10-20 SM;Sul;TikTok;3.4;Desktop;Várias vezes ao dia;4;Não;Não;34.13;7;Consumidor Moderado
938;43;Masculino;Médio;Acima 20 SM;Nordeste;Facebook;2.9;Smartphone;Nunca;6;Não;Não;103.64;10;Info Seeker
939;37;Feminino;Superior Incompleto;2-5 SM;Nordeste;YouTube;5.1;Smartphone;Nunca;5;Sim;Não;91.22;3;Tradicional
940;28;Masculino;Superior Incompleto;2-5 SM;Centro-Oeste;WhatsApp;3.1;Smartphone;Várias vezes ao dia;3;Não;Não;186.09;7;Consumidor Moderado
941;19;Feminino;Superior Completo;Até 2 SM;Norte;TikTok;4.5;Smart TV;Nunca;4;Sim;Não;188.92;9;Consumidor Moderado
942;45;Masculino;Superior Incompleto;10-20 SM;Norte;WhatsApp;1.3;Notebook;Raramente;6;Não;Não;41.2;10;Heavy Digital
943;42;Masculino;Superior Incompleto;2-5 SM;Nordeste;YouTube;1.2;Notebook;Semanalmente;4;Não;Sim;14.17;10;Heavy Digital
944;33;Masculino;Superior Completo;Até 2 SM;Nordeste;WhatsApp;4.0;Notebook;Diariamente;4;Sim;Sim;170.41;3;Heavy Digital
945;57;Feminino;Superior Incompleto;5-10 SM;Sudeste;Globoplay;2.0;Smartphone;Várias vezes ao dia;5;Sim;Não;9.09;4;Tradicional
946;22;Masculino;Médio;2-5 SM;Sudeste;YouTube;4.3;Smartphone;Nunca;6;Não;Não;25.89;3;Heavy Digital
947;18;Masculino;Pós-Graduação;2-5 SM;Norte;Instagram;4.6;Smartphone;Várias vezes ao dia;6;Não;Sim;36.09;8;Consumidor Moderado
948;26;Masculino;Médio;2-5 SM;Sul;Instagram;4.8;Smartphone;Diariamente;4;Sim;Não;125.86;7;Consumidor Moderado
949;34;Feminino;Superior Completo;2-5 SM;Norte;WhatsApp;2.5;Smartphone;Diariamente;3;Não;Não;104.65;10;Info Seeker
950;37;Masculino;Pós-Graduação;5-10 SM;Nordeste;Spotify;5.8;Smartphone;Diariamente;4;Não;Não;174.83;3;Consumidor Moderado
951;32;Feminino;Superior Completo;2-5 SM;Sudeste;Spotify;2.1;Notebook;Nunca;4;Não;Não;111.42;7;Heavy Digital
952;39;Feminino;Superior Incompleto;10-20 SM;Nordeste;TikTok;2.8;Smart TV;Nunca;4;Não;Sim;175.08;7;Info Seeker
953;19;Masculino;Médio;10-20 SM;Nordeste;TikTok;4.3;Notebook;Diariamente;5;Sim;Não;167.3;9;Heavy Digital
954;52;Feminino;Médio;Acima 20 SM;Sul;LinkedIn;3.6;Smartphone;Diariamente;5;Não;Não;84.25;10;Tradicional
955;34;Feminino;Médio;2-5 SM;Sul;Instagram;3.1;Smartphone;Diariamente;5;Sim;Não;20.7;3;Heavy Digital
956;48;Feminino;Médio;Até 2 SM;Sudeste;LinkedIn;3.5;Smartphone;Semanalmente;5;Sim;Não;179.72;9;Info Seeker
957;39;Masculino;Superior Incompleto;2-5 SM;Nordeste;YouTube;4.1;Smartphone;Diariamente;3;Não;Sim;137.15;6;Heavy Digital
958;40;Masculino;Superior Incompleto;2-5 SM;Nordeste;Netflix;1.9;Smartphone;Várias vezes ao dia;7;Não;Não;29.34;4;Heavy Digital
959;41;Feminino;Superior Completo;Até 2 SM;Sudeste;WhatsApp;3.3;Desktop;Semanalmente;6;Não;Não;51.47;5;Heavy Digital
960;40;Feminino;Pós-Graduação;2-5 SM;Norte;X/Twitter;3.6;Smart TV;Semanalmente;8;Não;Sim;35.02;8;Tradicional
961;42;Feminino;Superior Completo;2-5 SM;Nordeste;YouTube;1.7;Smartphone;Raramente;6;Não;Não;29.01;3;Tradicional
962;50;Masculino;Superior Completo;2-5 SM;Nordeste;WhatsApp;1.0;Smartphone;Raramente;8;Não;Não;152.09;8;Consumidor Moderado
963;37;Masculino;Médio;Até 2 SM;Nordeste;Spotify;5.8;Smart TV;Nunca;5;Sim;Não;117.96;3;Heavy Digital
964;43;Feminino;Médio;5-10 SM;Sul;LinkedIn;4.0;Smartphone;Nunca;8;Não;Não;91.7;4;Info Seeker
965;33;Masculino;Superior Completo;10-20 SM;Nordeste;TikTok;5.0;Smartphone;Raramente;7;Sim;Não;175.86;8;Heavy Digital
966;52;Masculino;Pós-Graduação;5-10 SM;Centro-Oeste;Facebook;3.3;Tablet;Raramente;6;Sim;Sim;170.22;3;Heavy Digital
967;26;Masculino;Pós-Graduação;2-5 SM;Nordeste;YouTube;3.3;Smartphone;Várias vezes ao dia;6;Não;Não;60.73;7;Consumidor Moderado
968;56;Outro;Superior Completo;2-5 SM;Nordeste;Netflix;2.6;Smartphone;Raramente;9;Não;Não;179.24;3;Heavy Digital
969;34;Feminino;Médio;5-10 SM;Sudeste;Instagram;3.1;Smartphone;Várias vezes ao dia;7;Não;Não;24.13;10;Info Seeker
970;18;Outro;Médio;2-5 SM;Norte;WhatsApp;6.5;Smartphone;Diariamente;2;Não;Não;1.95;8;Consumidor Moderado
971;36;Masculino;Pós-Graduação;2-5 SM;Norte;LinkedIn;3.0;Desktop;Várias vezes ao dia;4;Não;Não;179.86;4;Tradicional
972;26;Masculino;Médio;Até 2 SM;Sul;WhatsApp;3.5;Notebook;Raramente;7;Não;Não;28.65;6;Info Seeker
973;45;Masculino;Superior Incompleto;2-5 SM;Sul;Facebook;3.5;Smartphone;Várias vezes ao dia;7;Sim;Não;92.0;9;Info Seeker
974;27;Feminino;Pós-Graduação;5-10 SM;Nordeste;X/Twitter;4.2;Smartphone;Raramente;6;Sim;Não;139.7;9;Info Seeker
975;29;Masculino;Superior Incompleto;Até 2 SM;Norte;YouTube;5.3;Smartphone;Semanalmente;7;Não;Não;194.38;8;Consumidor Moderado
976;18;Feminino;Superior Incompleto;Até 2 SM;Nordeste;Instagram;6.7;Smartphone;Diariamente;6;Não;Sim;32.27;10;Info Seeker
977;29;Masculino;Superior Completo;5-10 SM;Sudeste;Instagram;4.8;Smartphone;Diariamente;5;Sim;Não;140.21;6;Consumidor Moderado
978;18;Feminino;Superior Incompleto;2-5 SM;Sul;YouTube;7.8;Smartphone;Nunca;3;Sim;Não;93.23;7;Consumidor Moderado
979;18;Feminino;Médio;10-20 SM;Centro-Oeste;Instagram;7.6;Smartphone;Várias vezes ao dia;5;Não;Não;46.45;9;Tradicional
980;44;Feminino;Superior Incompleto;Até 2 SM;Nordeste;WhatsApp;1.3;Smartphone;Várias vezes ao dia;6;Não;Não;38.61;3;Consumidor Moderado
981;44;Feminino;Fundamental;Até 2 SM;Nordeste;Spotify;1.0;Smartphone;Raramente;8;Não;Não;23.38;5;Tradicional
982;40;Feminino;Superior Completo;Até 2 SM;Centro-Oeste;WhatsApp;1.8;Smart TV;Diariamente;8;Sim;Não;17.69;6;Heavy Digital
983;23;Feminino;Pós-Graduação;Até 2 SM;Norte;Instagram;5.4;Notebook;Semanalmente;4;Não;Não;189.44;10;Consumidor Moderado
984;34;Masculino;Superior Incompleto;5-10 SM;Nordeste;Facebook;5.3;Notebook;Várias vezes ao dia;5;Não;Sim;185.08;9;Consumidor Moderado
985;34;Feminino;Médio;Até 2 SM;Nordeste;WhatsApp;3.0;Smartphone;Nunca;3;Não;Não;75.17;5;Consumidor Moderado
986;21;Feminino;Superior Incompleto;2-5 SM;Sul;TikTok;7.5;Desktop;Nunca;3;Sim;Sim;100.06;4;Heavy Digital
987;53;Masculino;Pós-Graduação;5-10 SM;Norte;Netflix;3.7;Notebook;Semanalmente;5;Sim;Sim;34.6;9;Heavy Digital
988;45;Feminino;Médio;2-5 SM;Sul;WhatsApp;3.5;Desktop;Nunca;4;Não;Não;97.46;5;Tradicional
989;32;Feminino;Fundamental;Até 2 SM;Nordeste;Spotify;4.0;Tablet;Diariamente;3;Sim;Não;37.24;4;Consumidor Moderado
990;35;Feminino;Superior Completo;5-10 SM;Nordeste;X/Twitter;2.5;Smartphone;Raramente;5;Não;Sim;194.3;10;Heavy Digital
991;37;Feminino;Superior Incompleto;Até 2 SM;Sul;YouTube;4.5;Smartphone;Nunca;4;Não;Não;22.47;4;Tradicional
992;18;Feminino;Superior Completo;Até 2 SM;Sul;YouTube;5.8;Smartphone;Nunca;2;Não;Não;124.31;9;Consumidor Moderado
993;32;Masculino;Médio;2-5 SM;Sudeste;WhatsApp;2.4;Smartphone;Semanalmente;7;Não;Não;169.5;7;Heavy Digital
994;26;Feminino;Superior Completo;Acima 20 SM;Norte;Instagram;3.8;Notebook;Diariamente;4;Sim;Não;67.94;8;Heavy Digital
995;22;Feminino;Pós-Graduação;Até 2 SM;Nordeste;YouTube;4.2;Smartphone;Semanalmente;2;Sim;Não;155.8;8;Info Seeker
996;31;Feminino;Superior Incompleto;2-5 SM;Norte;Instagram;4.7;Desktop;Raramente;6;Não;Sim;123.75;10;Tradicional
997;56;Masculino;Fundamental;Até 2 SM;Nordeste;TikTok;1.0;Smartphone;Raramente;8;Sim;Não;124.3;7;Heavy Digital
998;42;Masculino;Superior Incompleto;Até 2 SM;Sul;Facebook;3.6;Notebook;Várias vezes ao dia;4;Não;Não;3.0;9;Heavy Digital
999;28;Masculino;Superior Completo;2-5 SM;Norte;Facebook;3.4;Smart TV;Nunca;5;Sim;Não;133.06;8;Tradicional
1000;41;Feminino;Superior Completo;2-5 SM;Centro-Oeste;Facebook;1.2;Desktop;Raramente;6;Sim;Sim;167.48;6;Info Seeker
1001;51;Feminino;Pós-Graduação;2-5 SM;Norte;Instagram;2.5;Smartphone;Nunca;6;Sim;Não;9.24;7;Consumidor Moderado
1002;46;Masculino;Superior Completo;Até 2 SM;Nordeste;WhatsApp;3.0;Smartphone;Diariamente;6;Sim;Sim;185.85;4;Info Seeker
1003;35;Masculino;Pós-Graduação;Até 2 SM;Nordeste;WhatsApp;5.3;Tablet;Raramente;5;Não;Não;20.8;5;Consumidor Moderado
1004;27;Feminino;Pós-Graduação;2-5 SM;Nordeste;WhatsApp;4.8;Smartphone;Raramente;7;Não;Não;198.86;4;Consumidor Moderado
1005;43;Masculino;Médio;2-5 SM;Norte;WhatsApp;1.1;Desktop;Nunca;7;Não;Não;60.55;10;Heavy Digital
1006;39;Feminino;Médio;2-5 SM;Nordeste;Instagram;4.6;Tablet;Raramente;7;Sim;Sim;153.98;8;Tradicional
1007;45;Feminino;Médio;2-5 SM;Sul;LinkedIn;3.0;Desktop;Diariamente;6;Não;Não;141.21;7;Heavy Digital
1008;42;Masculino;Superior Incompleto;10-20 SM;Norte;LinkedIn;2.0;Smart TV;Semanalmente;6;Não;Não;32.37;9;Info Seeker
1009;47;Feminino;Médio;Acima 20 SM;Nordeste;Facebook;1.2;Notebook;Várias vezes ao dia;4;Sim;Não;79.61;4;Consumidor Moderado
1010;28;Masculino;Pós-Graduação;2-5 SM;Nordeste;X/Twitter;5.7;Smartphone;Diariamente;6;Não;Não;66.95;6;Consumidor Moderado
1011;50;Masculino;Médio;Até 2 SM;Centro-Oeste;LinkedIn;1.7;Tablet;Nunca;4;Sim;Não;32.92;5;Tradicional
1012;37;Masculino;Superior Completo;10-20 SM;Sudeste;TikTok;3.7;Desktop;Várias vezes ao dia;4;Não;Sim;168.85;4;Heavy Digital
1013;59;Masculino;Superior Completo;2-5 SM;Norte;WhatsApp;1.3;Smartphone;Nunca;8;Não;Não;61.69;4;Consumidor Moderado
1014;26;Masculino;Médio;5-10 SM;Nordeste;Netflix;4.8;Desktop;Diariamente;6;Sim;Não;30.83;4;Consumidor Moderado
1015;55;Outro;Médio;2-5 SM;Centro-Oeste;WhatsApp;1.9;Smart TV;Raramente;9;Não;Não;181.61;9;Heavy Digital
1016;37;Feminino;Médio;5-10 SM;Nordeste;WhatsApp;5.1;Desktop;Raramente;4;Não;Sim;87.71;7;Consumidor Moderado
1017;27;Feminino;Médio;Até 2 SM;Norte;WhatsApp;3.2;Notebook;Várias vezes ao dia;7;Não;Não;183.78;4;Info Seeker
1018;29;Masculino;Superior Incompleto;Até 2 SM;Centro-Oeste;YouTube;5.4;Desktop;Semanalmente;4;Sim;Sim;150.75;6;Consumidor Moderado
1019;31;Feminino;Superior Incompleto;2-5 SM;Norte;YouTube;3.5;Notebook;Nunca;7;Sim;Não;121.91;10;Tradicional
1020;40;Masculino;Médio;2-5 SM;Centro-Oeste;Globoplay;1.4;Notebook;Raramente;8;Sim;Não;184.29;3;Heavy Digital
1021;41;Feminino;Médio;5-10 SM;Norte;Facebook;3.0;Notebook;Semanalmente;8;Sim;Não;180.17;8;Heavy Digital
1022;28;Masculino;Superior Completo;Até 2 SM;Norte;Instagram;4.3;Desktop;Nunca;5;Não;Não;72.17;4;Consumidor Moderado
1023;34;Masculino;Superior Completo;2-5 SM;Nordeste;X/Twitter;2.3;Notebook;Várias vezes ao dia;4;Não;Sim;167.47;9;Heavy Digital
1024;60;Feminino;Fundamental;Até 2 SM;Nordeste;Globoplay;1.1;Smartphone;Nunca;5;Não;Sim;8.09;3;Consumidor Moderado
1025;55;Feminino;Médio;2-5 SM;Sul;WhatsApp;1.6;Notebook;Raramente;7;Não;Não;123.47;8;Info Seeker
1026;40;Masculino;Pós-Graduação;2-5 SM;Nordeste;LinkedIn;2.4;Notebook;Diariamente;4;Não;Não;161.67;9;Tradicional
1027;35;Masculino;Superior Incompleto;2-5 SM;Norte;Instagram;6.0;Notebook;Semanalmente;6;Não;Não;198.23;6;Info Seeker
1028;36;Masculino;Pós-Graduação;2-5 SM;Norte;Spotify;4.7;Smartphone;Raramente;5;Não;Sim;104.21;3;Tradicional
1029;42;Feminino;Médio;Até 2 SM;Nordeste;WhatsApp;2.4;Smartphone;Semanalmente;5;Sim;Não;139.35;9;Tradicional
1030;22;Feminino;Médio;2-5 SM;Nordeste;X/Twitter;4.7;Smartphone;Diariamente;5;Não;Não;0.57;7;Info Seeker
1031;31;Masculino;Fundamental;2-5 SM;Norte;YouTube;3.9;Smartphone;Semanalmente;3;Não;Sim;63.07;5;Heavy Digital
1032;18;Feminino;Fundamental;5-10 SM;Sudeste;TikTok;7.2;Smartphone;Várias vezes ao dia;2;Sim;Sim;107.88;6;Info Seeker
1033;39;Masculino;Superior Incompleto;2-5 SM;Nordeste;Facebook;5.4;Smart TV;Nunca;3;Sim;Não;74.71;7;Heavy Digital
1034;42;Feminino;Superior Incompleto;2-5 SM;Centro-Oeste;YouTube;2.4;Smartphone;Semanalmente;7;Sim;Sim;35.08;10;Consumidor Moderado
1035;29;Masculino;Superior Incompleto;2-5 SM;Norte;WhatsApp;2.6;Notebook;Diariamente;5;Não;Não;34.62;9;Consumidor Moderado
1036;53;Feminino;Médio;Até 2 SM;Nordeste;Globoplay;2.1;Smartphone;Várias vezes ao dia;5;Não;Não;4.35;6;Tradicional
1037;20;Masculino;Médio;Até 2 SM;Nordeste;LinkedIn;5.2;Smartphone;Raramente;3;Não;Não;29.31;6;Info Seeker
1038;18;Feminino;Médio;Até 2 SM;Nordeste;YouTube;4.8;Smartphone;Raramente;3;Não;Não;174.66;9;Consumidor Moderado
1039;37;Outro;Médio;5-10 SM;Sul;YouTube;2.6;Desktop;Nunca;6;Não;Sim;135.17;10;Heavy Digital
1040;47;Feminino;Pós-Graduação;10-20 SM;Norte;Facebook;3.1;Smart TV;Semanalmente;8;Não;Sim;113.34;6;Consumidor Moderado
1041;55;Masculino;Médio;Até 2 SM;Nordeste;WhatsApp;2.2;Smart TV;Semanalmente;8;Não;Não;160.65;3;Consumidor Moderado
1042;29;Feminino;Superior Incompleto;5-10 SM;Nordeste;LinkedIn;4.5;Tablet;Várias vezes ao dia;3;Sim;Não;121.63;4;Consumidor Moderado
1043;47;Masculino;Fundamental;Até 2 SM;Sul;WhatsApp;3.5;Smartphone;Raramente;8;Não;Não;71.22;9;Heavy Digital
1044;34;Feminino;Pós-Graduação;5-10 SM;Centro-Oeste;Instagram;3.6;Smartphone;Raramente;5;Sim;Sim;53.13;8;Tradicional
1045;32;Feminino;Pós-Graduação;5-10 SM;Centro-Oeste;Spotify;5.1;Smartphone;Várias vezes ao dia;3;Não;Não;34.62;4;Heavy Digital
1046;45;Masculino;Superior Incompleto;2-5 SM;Norte;X/Twitter;3.3;Smartphone;Diariamente;5;Sim;Sim;196.35;7;Consumidor Moderado
1047;42;Masculino;Médio;5-10 SM;Sudeste;LinkedIn;2.9;Smart TV;Várias vezes ao dia;6;Sim;Não;15.72;3;Tradicional
1048;18;Feminino;Superior Incompleto;2-5 SM;Centro-Oeste;X/Twitter;5.0;Tablet;Raramente;2;Não;Não;113.27;10;Consumidor Moderado
1049;52;Feminino;Médio;Até 2 SM;Centro-Oeste;WhatsApp;3.0;Smartphone;Diariamente;6;Não;Sim;58.46;10;Heavy Digital
1050;51;Masculino;Superior Completo;5-10 SM;Sudeste;Facebook;1.6;Smart TV;Semanalmente;4;Não;Não;170.84;7;Tradicional
1051;27;Feminino;Superior Completo;Até 2 SM;Nordeste;Instagram;4.2;Smartphone;Várias vezes ao dia;6;Sim;Não;66.61;6;Tradicional
1052;39;Feminino;Superior Completo;5-10 SM;Nordeste;WhatsApp;2.0;Smartphone;Nunca;6;Não;Não;69.35;7;Consumidor Moderado
1053;40;Feminino;Pós-Graduação;5-10 SM;Nordeste;Instagram;1.4;Smartphone;Nunca;7;Não;Não;86.76;10;Heavy Digital
1054;38;Masculino;Médio;10-20 SM;Nordeste;TikTok;2.8;Smartphone;Nunca;5;Sim;Não;59.43;5;Heavy Digital
1055;28;Masculino;Superior Incompleto;5-10 SM;Norte;Instagram;5.0;Smartphone;Raramente;7;Sim;Não;103.77;5;Consumidor Moderado
1056;26;Feminino;Superior Incompleto;Até 2 SM;Sul;Globoplay;6.0;Smartphone;Semanalmente;4;Não;Não;195.53;9;Consumidor Moderado
1057;34;Masculino;Pós-Graduação;5-10 SM;Nordeste;LinkedIn;4.6;Tablet;Diariamente;4;Sim;Não;194.69;10;Info Seeker
1058;49;Masculino;Superior Incompleto;2-5 SM;Centro-Oeste;Facebook;2.9;Smartphone;Raramente;4;Não;Não;176.35;10;Tradicional
1059;41;Feminino;Pós-Graduação;Até 2 SM;Nordeste;YouTube;3.4;Smartphone;Diariamente;5;Sim;Não;26.57;3;Heavy Digital
1060;30;Feminino;Médio;5-10 SM;Norte;LinkedIn;3.9;Smartphone;Várias vezes ao dia;4;Não;Sim;62.77;9;Heavy Digital
1061;44;Feminino;Médio;10-20 SM;Centro-Oeste;WhatsApp;2.2;Smartphone;Nunca;6;Não;Não;121.15;10;Consumidor Moderado
1062;18;Feminino;Pós-Graduação;Até 2 SM;Sudeste;X/Twitter;3.6;Smartphone;Semanalmente;3;Sim;Sim;77.97;10;Heavy Digital
1063;48;Feminino;Fundamental;2-5 SM;Sudeste;Facebook;3.6;Smartphone;Raramente;5;Sim;Não;80.01;6;Info Seeker
1064;18;Masculino;Médio;5-10 SM;Nordeste;WhatsApp;7.1;Smartphone;Diariamente;6;Sim;Não;91.26;8;Tradicional
1065;30;Feminino;Pós-Graduação;2-5 SM;Centro-Oeste;Facebook;2.5;Notebook;Raramente;5;Sim;Sim;36.3;9;Consumidor Moderado
1066;21;Feminino;Superior Incompleto;5-10 SM;Norte;Facebook;6.6;Smartphone;Diariamente;6;Não;Não;73.14;5;Info Seeker
1067;19;Masculino;Médio;2-5 SM;Centro-Oeste;Instagram;6.3;Smartphone;Diariamente;4;Não;Não;169.18;7;Consumidor Moderado
1068;48;Outro;Superior Completo;5-10 SM;Nordeste;WhatsApp;2.3;Smartphone;Diariamente;7;Sim;Não;136.68;6;Tradicional
1069;29;Feminino;Superior Completo;2-5 SM;Nordeste;YouTube;3.2;Notebook;Diariamente;6;Não;Sim;134.45;4;Info Seeker
1070;39;Feminino;Superior Completo;5-10 SM;Norte;WhatsApp;5.7;Notebook;Nunca;4;Não;Sim;146.71;9;Tradicional
1071;34;Feminino;Superior Incompleto;Acima 20 SM;Nordeste;TikTok;4.8;Desktop;Raramente;5;Sim;Sim;12.66;4;Info Seeker
1072;40;Feminino;Pós-Graduação;2-5 SM;Centro-Oeste;Facebook;1.8;Notebook;Várias vezes ao dia;4;Não;Não;137.3;4;Consumidor Moderado
1073;35;Feminino;Fundamental;5-10 SM;Sul;WhatsApp;4.7;Smartphone;Várias vezes ao dia;5;Não;Não;117.16;7;Tradicional
1074;19;Feminino;Pós-Graduação;Até 2 SM;Sul;TikTok;6.2;Smartphone;Semanalmente;2;Sim;Não;62.06;7;Consumidor Moderado
1075;46;Feminino;Superior Completo;2-5 SM;Nordeste;Spotify;2.6;Notebook;Diariamente;6;Não;Sim;23.05;6;Consumidor Moderado
1076;29;Feminino;Médio;Até 2 SM;Norte;YouTube;5.6;Notebook;Nunca;7;Não;Não;7.3;4;Info Seeker
1077;18;Feminino;Superior Completo;2-5 SM;Nordeste;TikTok;4.8;Smart TV;Raramente;6;Não;Não;130.47;3;Consumidor Moderado
1078;29;Masculino;Superior Completo;Até 2 SM;Norte;WhatsApp;3.7;Notebook;Raramente;3;Não;Não;64.44;3;Info Seeker
1079;53;Masculino;Pós-Graduação;2-5 SM;Centro-Oeste;TikTok;3.2;Smartphone;Nunca;8;Não;Não;189.6;4;Consumidor Moderado
1080;45;Feminino;Médio;Acima 20 SM;Sudeste;WhatsApp;3.9;Smartphone;Diariamente;8;Sim;Não;70.03;6;Tradicional
1081;30;Masculino;Médio;Até 2 SM;Nordeste;Facebook;2.6;Smart TV;Diariamente;4;Sim;Sim;169.22;10;Heavy Digital
1082;30;Masculino;Superior Completo;Até 2 SM;Sudeste;TikTok;5.6;Notebook;Semanalmente;6;Não;Não;147.69;3;Consumidor Moderado
1083;31;Feminino;Superior Incompleto;Acima 20 SM;Centro-Oeste;TikTok;3.1;Desktop;Semanalmente;7;Sim;Sim;86.93;9;Consumidor Moderado
1084;59;Feminino;Médio;5-10 SM;Sul;Globoplay;1.8;Smartphone;Raramente;8;Não;Não;122.63;3;Heavy Digital
1085;39;Feminino;Médio;5-10 SM;Centro-Oeste;Netflix;5.5;Smartphone;Nunca;7;Não;Não;79.42;4;Tradicional
1086;40;Outro;Pós-Graduação;5-10 SM;Sul;WhatsApp;2.9;Notebook;Raramente;6;Não;Não;104.9;6;Consumidor Moderado
1087;47;Feminino;Fundamental;Até 2 SM;Nordeste;Instagram;2.3;Smartphone;Várias vezes ao dia;8;Não;Sim;167.35;8;Consumidor Moderado
1088;37;Feminino;Médio;Até 2 SM;Centro-Oeste;YouTube;3.6;Notebook;Várias vezes ao dia;6;Sim;Não;159.26;5;Info Seeker
1089;31;Masculino;Médio;2-5 SM;Centro-Oeste;LinkedIn;5.6;Smart TV;Nunca;4;Não;Não;6.13;10;Consumidor Moderado
1090;32;Feminino;Fundamental;Até 2 SM;Sul;X/Twitter;4.0;Smartphone;Raramente;3;Não;Não;186.34;6;Tradicional
1091;34;Masculino;Médio;Até 2 SM;Norte;TikTok;4.9;Desktop;Nunca;7;Sim;Sim;4.81;6;Heavy Digital
1092;34;Feminino;Superior Completo;5-10 SM;Norte;X/Twitter;3.3;Tablet;Várias vezes ao dia;6;Não;Não;141.18;4;Info Seeker
1093;43;Masculino;Pós-Graduação;2-5 SM;Norte;Globoplay;2.8;Smartphone;Semanalmente;8;Não;Não;29.56;9;Consumidor Moderado
1094;35;Feminino;Médio;Até 2 SM;Norte;YouTube;2.1;Smartphone;Diariamente;3;Não;Não;149.44;6;Info Seeker
1095;43;Masculino;Superior Completo;Até 2 SM;Centro-Oeste;Instagram;3.2;Smartphone;Semanalmente;4;Não;Não;181.24;8;Consumidor Moderado
1096;34;Feminino;Superior Completo;Até 2 SM;Nordeste;Instagram;2.3;Tablet;Nunca;6;Sim;Não;12.7;10;Tradicional
1097;35;Outro;Médio;2-5 SM;Sudeste;X/Twitter;5.5;Smartphone;Várias vezes ao dia;7;Não;Não;158.68;4;Info Seeker
1098;18;Feminino;Pós-Graduação;5-10 SM;Nordeste;Instagram;3.7;Desktop;Semanalmente;3;Não;Não;47.4;3;Heavy Digital
1099;45;Feminino;Médio;5-10 SM;Nordeste;TikTok;1.4;Smartphone;Diariamente;8;Sim;Não;27.73;7;Heavy Digital
1100;39;Feminino;Fundamental;Até 2 SM;Nordeste;WhatsApp;4.2;Smartphone;Diariamente;6;Sim;Não;74.84;4;Consumidor Moderado
1101;46;Masculino;Superior Incompleto;5-10 SM;Norte;Instagram;2.9;Smart TV;Diariamente;8;Não;Não;5.63;5;Info Seeker
1102;18;Feminino;Médio;Até 2 SM;Nordeste;Instagram;3.2;Smartphone;Diariamente;6;Sim;Não;56.32;4;Info Seeker
1103;60;Feminino;Pós-Graduação;2-5 SM;Nordeste;Netflix;1.9;Smartphone;Raramente;8;Não;Não;87.58;5;Consumidor Moderado
1104;33;Masculino;Superior Incompleto;2-5 SM;Norte;Instagram;5.5;Notebook;Várias vezes ao dia;5;Sim;Sim;193.18;7;Heavy Digital
1105;48;Masculino;Superior Incompleto;Até 2 SM;Sul;Instagram;3.2;Smartphone;Semanalmente;5;Sim;Não;111.51;8;Info Seeker
1106;22;Feminino;Pós-Graduação;2-5 SM;Sudeste;LinkedIn;7.5;Smart TV;Várias vezes ao dia;6;Não;Não;112.78;8;Info Seeker
1107;42;Feminino;Fundamental;5-10 SM;Nordeste;TikTok;2.9;Smartphone;Semanalmente;6;Sim;Sim;56.56;6;Info Seeker
1108;22;Masculino;Médio;Até 2 SM;Nordeste;Facebook;5.8;Smartphone;Nunca;5;Não;Não;46.59;6;Consumidor Moderado
1109;27;Masculino;Superior Incompleto;2-5 SM;Norte;Instagram;2.7;Smartphone;Diariamente;3;Não;Não;27.88;8;Info Seeker
1110;57;Feminino;Superior Completo;2-5 SM;Norte;WhatsApp;1.9;Tablet;Nunca;5;Não;Não;106.16;5;Consumidor Moderado
1111;32;Masculino;Médio;5-10 SM;Centro-Oeste;LinkedIn;3.1;Smartphone;Semanalmente;6;Não;Sim;150.47;5;Info Seeker
1112;37;Feminino;Superior Completo;5-10 SM;Norte;YouTube;3.3;Smartphone;Diariamente;5;Sim;Não;43.4;3;Tradicional
1113;45;Feminino;Médio;2-5 SM;Norte;Netflix;2.0;Smartphone;Semanalmente;4;Sim;Não;25.09;5;Consumidor Moderado
1114;40;Feminino;Médio;Até 2 SM;Norte;Facebook;1.1;Notebook;Semanalmente;8;Não;Não;39.17;6;Heavy Digital
1115;36;Feminino;Médio;10-20 SM;Norte;Globoplay;4.5;Smartphone;Raramente;4;Não;Não;131.54;5;Info Seeker
1116;39;Feminino;Médio;2-5 SM;Norte;Facebook;2.1;Desktop;Nunca;4;Não;Sim;118.81;4;Heavy Digital
1117;63;Masculino;Superior Incompleto;5-10 SM;Nordeste;Globoplay;2.5;Tablet;Nunca;8;Sim;Não;125.88;3;Heavy Digital
1118;34;Feminino;Médio;Até 2 SM;Centro-Oeste;Instagram;3.8;Desktop;Várias vezes ao dia;7;Não;Não;126.25;4;Tradicional
1119;37;Feminino;Superior Incompleto;Até 2 SM;Sul;X/Twitter;4.9;Desktop;Nunca;3;Sim;Sim;73.62;6;Tradicional
1120;47;Masculino;Superior Incompleto;2-5 SM;Sudeste;Spotify;3.4;Desktop;Nunca;6;Sim;Não;187.06;5;Consumidor Moderado
