ID;Idade;Genero;Renda_Mensal_R$;Escolaridade;Estado_Civil;Filhos;Cidade;UF;Canal_Compra_Preferido;Influencia_Decisao;Categoria_Produto_Frequente;Gasto_Medio_Mensal_R$;Freq_Compra_Online_Mes;Usa_Cupom_Desconto;Segue_Influenciadores;Compra_Por_Impulso;Classe_Consumidor
849;29;Feminino;5878;Superior Incompleto;Solteiro;2;Paulista;PE;Marketplace;Influenciadores;Livros;2714.56;7;Sim;Sim;Não;Comprador Regular
850;34;Feminino;3271;Médio;União Estável;0;Luziânia;GO;E-commerce;Experiência Anterior;Esportes;642.39;7;Não;Sim;Sim;Comprador Regular
851;42;Feminino;1418;Superior Incompleto;Solteiro;2;Timon;MA;E-commerce;Preço;Alimentos;2910.65;5;Não;Sim;Não;Comprador Regular
852;23;Masculino;1802;Pós-Graduação;Divorciado;1;Gurupi;TO;Loja Física;Propaganda TV;Eletrônicos;2526.03;0;Sim;Não;Não;Comprador Regular
853;25;Masculino;32104;Pós-Graduação;Solteiro;0;São José de Ribamar;MA;Marketplace;Experiência Anterior;Alimentos;1065.13;3;Sim;Sim;Não;Comprador Regular
854;29;Masculino;6561;Superior Incompleto;Solteiro;2;Caracaraí;RR;E-commerce;Preço;Casa/Decoração;1360.44;1;Sim;Sim;Não;Comprador Regular
855;18;Masculino;10990;Superior Completo;Casado;0;Patos;PB;Redes Sociais;Influenciadores;Livros;2356.06;17;Não;Não;Sim;Comprador Intenso
856;23;Masculino;1634;Médio;Solteiro;1;Paulista;PE;E-commerce;Experiência Anterior;Alimentos;1458.44;19;Não;Sim;Não;Comprador Regular
857;27;Feminino;3840;Fundamental;Solteiro;3;Campo Grande;MS;Loja Física;Reviews Online;Cosméticos;1650.69;3;Não;Não;Não;Comprador Regular
858;42;Feminino;1226;Médio;Solteiro;0;Maceió;AL;Marketplace;Redes Sociais;Saúde;1723.96;7;Não;Não;Sim;Comprador Regular
859;35;Masculino;6477;Pós-Graduação;Divorciado;1;Parintins;AM;E-commerce;Propaganda TV;Livros;816.47;6;Sim;Sim;Sim;Comprador Regular
860;35;Feminino;3805;Superior Completo;Divorciado;0;Lagarto;SE;Loja Física;Amigos/Família;Livros;907.01;15;Sim;Sim;Sim;Comprador Regular
861;42;Feminino;7981;Superior Incompleto;União Estável;1;Campinas;SP;Loja Física;Reviews Online;Saúde;252.22;1;Não;Sim;Não;Comprador Econômico
862;31;Masculino;2902;Superior Incompleto;Casado;0;Santarém;PA;Loja Física;Amigos/Família;Entretenimento;1497.41;9;Não;Não;Sim;Comprador Regular
863;37;Masculino;3839;Pós-Graduação;Casado;2;Vilhena;RO;Redes Sociais;Redes Sociais;Moda;1567.92;9;Não;Sim;Sim;Comprador Regular
864;31;Masculino;40556;Fundamental;Solteiro;1;Tefé;AM;App Mobile;Amigos/Família;Livros;1132.02;12;Não;Sim;Sim;Comprador Regular
865;35;Feminino;49681;Médio;Casado;1;Laranjal do Jari;AP;Redes Sociais;Experiência Anterior;Viagens;957.06;10;Sim;Não;Sim;Comprador Regular
866;26;Feminino;2881;Superior Completo;Solteiro;2;Ceará-Mirim;RN;Redes Sociais;Amigos/Família;Viagens;2609.87;17;Sim;Não;Não;Comprador Intenso
867;18;Feminino;40609;Médio;Casado;0;Pacaraima;RR;Redes Sociais;Reviews Online;Alimentos;2537.89;18;Sim;Sim;Não;Comprador Intenso
868;31;Masculino;2011;Pós-Graduação;Viúvo;2;Coari;AM;E-commerce;Experiência Anterior;Entretenimento;1263.94;17;Não;Sim;Sim;Comprador Regular
869;48;Feminino;6575;Fundamental;Casado;1;Santana;AP;Marketplace;Preço;Casa/Decoração;109.88;14;Não;Sim;Sim;Comprador Regular
870;43;Feminino;2557;Superior Completo;União Estável;1;Camaçari;BA;App Mobile;Influenciadores;Eletrônicos;545.15;13;Sim;Sim;Não;Comprador Regular
871;43;Masculino;4455;Fundamental;Solteiro;2;Aparecida de Goiânia;GO;App Mobile;Propaganda TV;Entretenimento;1116.48;4;Não;Sim;Sim;Comprador Regular
872;46;Masculino;8250;Superior Completo;Casado;0;Ji-Paraná;RO;Marketplace;Amigos/Família;Esportes;418.5;1;Sim;Não;Não;Comprador Econômico
873;33;Masculino;2547;Fundamental;Solteiro;1;Parnaíba;PI;Redes Sociais;Influenciadores;Moda;2647.87;18;Não;Sim;Sim;Comprador Intenso
874;35;Masculino;3021;Pós-Graduação;Casado;0;Camaçari;BA;Marketplace;Experiência Anterior;Entretenimento;1115.25;2;Não;Sim;Não;Comprador Regular
875;26;Feminino;5126;Médio;Solteiro;2;Araguaína;TO;Redes Sociais;Experiência Anterior;Moda;1873.37;7;Sim;Sim;Não;Comprador Regular
876;29;Feminino;5972;Médio;Solteiro;2;Contagem;MG;Redes Sociais;Propaganda TV;Viagens;872.03;6;Sim;Sim;Sim;Comprador Regular
877;39;Masculino;24030;Médio;Divorciado;2;Gurupi;TO;Loja Física;Propaganda TV;Livros;2744.13;9;Sim;Sim;Sim;Comprador Regular
878;46;Feminino;43258;Fundamental;Casado;1;Ceará-Mirim;RN;Redes Sociais;Preço;Eletrônicos;374.0;20;Não;Não;Sim;Comprador Regular
879;31;Masculino;15833;Pós-Graduação;Casado;1;Manaus;AM;App Mobile;Influenciadores;Livros;1235.5;6;Não;Sim;Sim;Comprador Regular
880;28;Masculino;18851;Médio;Solteiro;0;Caruaru;PE;Redes Sociais;Redes Sociais;Moda;2674.11;0;Sim;Não;Sim;Comprador Regular
881;33;Outro;3008;Médio;Casado;1;Pelotas;RS;Marketplace;Propaganda TV;Cosméticos;154.51;9;Não;Sim;Não;Comprador Regular
882;39;Feminino;4139;Superior Incompleto;Solteiro;3;Curitiba;PR;App Mobile;Experiência Anterior;Esportes;2780.97;9;Sim;Sim;Sim;Comprador Regular
883;18;Masculino;8594;Superior Incompleto;Divorciado;2;Guarulhos;SP;Loja Física;Preço;Viagens;2644.78;20;Sim;Sim;Sim;Comprador Intenso
884;18;Masculino;15479;Superior Incompleto;Viúvo;0;Ponta Porã;MS;Redes Sociais;Marca;Eletrônicos;2271.63;2;Sim;Não;Não;Comprador Regular
885;26;Masculino;1663;Médio;Viúvo;2;Macaíba;RN;Marketplace;Redes Sociais;Casa/Decoração;121.94;1;Sim;Sim;Não;Comprador Econômico
886;19;Masculino;9115;Médio;Casado;1;Tefé;AM;Redes Sociais;Experiência Anterior;Casa/Decoração;791.93;15;Não;Não;Não;Comprador Regular
887;27;Masculino;1260;Pós-Graduação;Solteiro;3;Rondonópolis;MT;E-commerce;Reviews Online;Cosméticos;1011.41;13;Não;Sim;Não;Comprador Regular
888;31;Masculino;6500;Superior Incompleto;Divorciado;2;Laranjal do Jari;AP;Redes Sociais;Amigos/Família;Entretenimento;1030.1;20;Não;Não;Sim;Comprador Regular
889;28;Feminino;1478;Pós-Graduação;Solteiro;0;Cariacica;ES;App Mobile;Amigos/Família;Casa/Decoração;990.04;6;Sim;Não;Não;Comprador Regular
890;48;Feminino;4148;Superior Completo;Solteiro;2;Ceará-Mirim;RN;E-commerce;Experiência Anterior;Livros;70.35;13;Sim;Não;Não;Comprador Regular
891;36;Masculino;4815;Superior Completo;Casado;3;Samambaia;DF;Redes Sociais;Amigos/Família;Cosméticos;2331.42;5;Sim;Não;Não;Comprador Regular
892;36;Feminino;2729;Médio;Casado;1;São Paulo;SP;E-commerce;Influenciadores;Moda;146.01;9;Não;Sim;Não;Comprador Regular
893;39;Feminino;6338;Médio;Divorciado;1;Santa Rita;PB;Redes Sociais;Reviews Online;Eletrônicos;593.5;4;Sim;Não;Não;Comprador Econômico
894;20;Feminino;10765;Superior Incompleto;Viúvo;0;Linhares;ES;Redes Sociais;Marca;Esportes;1194.64;20;Não;Sim;Não;Comprador Regular
895;44;Feminino;17571;Superior Incompleto;Solteiro;1;Campina Grande;PB;Marketplace;Propaganda TV;Casa/Decoração;1590.69;0;Não;Não;Sim;Comprador Regular
896;32;Masculino;10153;Superior Incompleto;Divorciado;0;Sorriso;MT;Redes Sociais;Experiência Anterior;Entretenimento;2725.4;19;Não;Sim;Não;Comprador Intenso
897;40;Feminino;3331;Pós-Graduação;Casado;2;Maceió;AL;Redes Sociais;Marca;Livros;527.32;19;Não;Não;Não;Comprador Regular
898;21;Outro;4587;Médio;Casado;2;Olinda;PE;App Mobile;Marca;Moda;2523.08;14;Sim;Não;Não;Comprador Intenso
899;18;Masculino;2403;Médio;Casado;2;Mossoró;RN;E-commerce;Marca;Cosméticos;1804.36;1;Sim;Não;Não;Comprador Regular
900;41;Masculino;5778;Médio;Solteiro;0;Criciúma;SC;E-commerce;Reviews Online;Viagens;2022.49;7;Sim;Sim;Não;Comprador Regular
901;37;Masculino;10486;Superior Incompleto;Casado;1;Abaetetuba;PA;Loja Física;Influenciadores;Livros;935.64;4;Não;Sim;Não;Comprador Regular
902;23;Masculino;4132;Superior Completo;Casado;0;Pacaraima;RR;Redes Sociais;Preço;Cosméticos;1641.64;2;Não;Sim;Não;Comprador Regular
903;23;Feminino;4277;Médio;Solteiro;1;Luziânia;GO;Marketplace;Influenciadores;Entretenimento;2889.86;16;Não;Sim;Não;Comprador Intenso
904;45;Masculino;1233;Fundamental;Casado;3;Paulista;PE;E-commerce;Reviews Online;Eletrônicos;2470.69;6;Não;Sim;Não;Comprador Regular
905;19;Feminino;1365;Pós-Graduação;Divorciado;3;Porto Alegre;RS;App Mobile;Redes Sociais;Eletrônicos;1227.95;20;Sim;Não;Sim;Comprador Regular
906;51;Masculino;15692;Superior Completo;Divorciado;2;Penedo;AL;Marketplace;Redes Sociais;Viagens;595.99;12;Sim;Sim;Não;Comprador Regular
907;23;Masculino;7827;Fundamental;Casado;2;Codó;MA;Marketplace;Preço;Alimentos;2126.91;7;Não;Não;Sim;Comprador Regular
908;40;Feminino;2703;Pós-Graduação;União Estável;2;Juazeiro;BA;Redes Sociais;Influenciadores;Alimentos;2360.48;10;Sim;Não;Sim;Comprador Regular
909;29;Masculino;2243;Médio;Casado;2;Ji-Paraná;RO;E-commerce;Preço;Esportes;1389.59;10;Não;Sim;Não;Comprador Regular
910;39;Feminino;4759;Médio;União Estável;0;Caracaraí;RR;Marketplace;Propaganda TV;Casa/Decoração;1307.72;2;Sim;Não;Não;Comprador Regular
911;27;Masculino;7559;Fundamental;Casado;2;Itabaiana;SE;Loja Física;Influenciadores;Saúde;1922.94;2;Sim;Não;Sim;Comprador Regular
912;31;Feminino;10919;Superior Completo;Solteiro;0;Oiapoque;AP;E-commerce;Amigos/Família;Casa/Decoração;403.02;7;Sim;Não;Não;Comprador Regular
913;33;Masculino;6010;Superior Incompleto;Casado;0;Itajaí;SC;App Mobile;Marca;Livros;1008.47;7;Não;Sim;Sim;Comprador Regular
914;21;Masculino;2399;Médio;Divorciado;2;Tarauacá;AC;Loja Física;Redes Sociais;Entretenimento;463.35;16;Sim;Não;Sim;Comprador Regular
915;41;Feminino;30118;Médio;Solteiro;1;Recife;PE;E-commerce;Propaganda TV;Casa/Decoração;724.96;16;Sim;Sim;Não;Comprador Regular
916;27;Masculino;1789;Médio;Casado;1;Abaetetuba;PA;Loja Física;Propaganda TV;Cosméticos;1957.67;19;Não;Sim;Sim;Comprador Intenso
917;30;Outro;42862;Médio;Solteiro;1;Campos dos Goytacazes;RJ;Marketplace;Propaganda TV;Entretenimento;995.93;18;Sim;Sim;Não;Comprador Regular
918;22;Feminino;4182;Médio;Casado;2;Floriano;PI;Redes Sociais;Influenciadores;Cosméticos;183.86;2;Não;Sim;Não;Comprador Econômico
919;18;Masculino;3528;Superior Incompleto;Divorciado;1;Joinville;SC;E-commerce;Preço;Esportes;1184.63;7;Sim;Sim;Sim;Comprador Regular
920;30;Masculino;6308;Médio;Solteiro;1;João Pessoa;PB;Redes Sociais;Experiência Anterior;Moda;192.84;11;Não;Sim;Não;Comprador Regular
921;59;Feminino;1249;Superior Incompleto;Solteiro;1;Arapiraca;AL;App Mobile;Preço;Entretenimento;2579.74;4;Sim;Não;Não;Comprador Regular
922;41;Feminino;12808;Superior Incompleto;Casado;1;Floriano;PI;E-commerce;Preço;Casa/Decoração;1842.67;4;Não;Sim;Sim;Comprador Regular
923;32;Feminino;6079;Médio;Casado;0;Chapecó;SC;Marketplace;Redes Sociais;Casa/Decoração;668.42;3;Não;Sim;Não;Comprador Econômico
924;30;Masculino;5718;Médio;Solteiro;0;Maringá;PR;App Mobile;Redes Sociais;Saúde;898.98;18;Não;Não;Sim;Comprador Regular
925;33;Feminino;4016;Superior Incompleto;União Estável;0;Codó;MA;Loja Física;Preço;Alimentos;2576.18;6;Não;Sim;Não;Comprador Regular
926;39;Masculino;7935;Pós-Graduação;Divorciado;0;São Bernardo do Campo;SP;Marketplace;Influenciadores;Esportes;1091.38;0;Sim;Sim;Não;Comprador Regular
927;20;Masculino;6371;Superior Incompleto;Solteiro;1;Cacoal;RO;Loja Física;Propaganda TV;Entretenimento;527.84;20;Sim;Sim;Sim;Comprador Regular
928;45;Masculino;1645;Médio;Casado;2;Tefé;AM;App Mobile;Preço;Esportes;1725.77;18;Sim;Não;Sim;Comprador Intenso
929;40;Masculino;10045;Superior Incompleto;Casado;0;Crato;CE;Loja Física;Redes Sociais;Saúde;2447.87;14;Sim;Sim;Não;Comprador Intenso
930;40;Feminino;2522;Superior Completo;Solteiro;0;Linhares;ES;Marketplace;Redes Sociais;Esportes;2729.66;7;Sim;Sim;Sim;Comprador Regular
931;37;Feminino;5323;Pós-Graduação;Casado;2;Itacoatiara;AM;Marketplace;Marca;Esportes;848.32;14;Sim;Sim;Não;Comprador Regular
932;33;Feminino;1329;Pós-Graduação;Casado;2;Boa Vista;RR;E-commerce;Marca;Livros;1528.78;8;Não;Não;Não;Comprador Regular
933;40;Masculino;9662;Superior Completo;Solteiro;2;Campina Grande;PB;Redes Sociais;Redes Sociais;Cosméticos;2755.64;13;Não;Sim;Não;Comprador Intenso
934;39;Masculino;11903;Superior Completo;Casado;2;Sobral;CE;Marketplace;Influenciadores;Cosméticos;2335.65;9;Não;Sim;Sim;Comprador Regular
935;29;Masculino;20643;Superior Incompleto;Solteiro;0;Oiapoque;AP;Marketplace;Marca;Cosméticos;202.83;2;Sim;Não;Não;Comprador Econômico
936;26;Masculino;11344;Médio;Casado;1;Maringá;PR;Loja Física;Marca;Esportes;1876.38;14;Sim;Sim;Sim;Comprador Intenso
937;34;Feminino;6233;Fundamental;Casado;0;Rio Branco;AC;Loja Física;Experiência Anterior;Alimentos;746.35;14;Não;Não;Não;Comprador Regular
938;50;Masculino;1228;Superior Completo;União Estável;2;Belém;PA;Redes Sociais;Preço;Entretenimento;2771.98;13;Sim;Sim;Não;Comprador Intenso
939;19;Feminino;8176;Médio;Solteiro;0;São Gonçalo do Amarante;RN;Marketplace;Reviews Online;Livros;2508.66;7;Sim;Sim;Não;Comprador Regular
940;18;Feminino;1879;Médio;Casado;2;Gurupi;TO;Loja Física;Amigos/Família;Moda;2762.06;5;Sim;Não;Não;Comprador Regular
941;34;Outro;6358;Médio;Divorciado;2;Uberaba;MG;E-commerce;Experiência Anterior;Saúde;2157.86;13;Sim;Não;Não;Comprador Intenso
942;33;Feminino;7084;Médio;Casado;2;Ananindeua;PA;Redes Sociais;Redes Sociais;Entretenimento;995.29;5;Não;Não;Sim;Comprador Regular
943;34;Feminino;37799;Superior Completo;Solteiro;1;Taguatinga;DF;E-commerce;Amigos/Família;Livros;364.92;13;Sim;Sim;Não;Comprador Regular
944;35;Masculino;7986;Pós-Graduação;Casado;0;Boa Vista;RR;App Mobile;Propaganda TV;Saúde;1221.57;7;Sim;Não;Sim;Comprador Regular
945;30;Masculino;3912;Superior Incompleto;Casado;1;Petrolina;PE;Marketplace;Influenciadores;Esportes;2870.74;17;Sim;Sim;Sim;Comprador Intenso
946;49;Masculino;5586;Superior Incompleto;Solteiro;1;Niterói;RJ;App Mobile;Preço;Esportes;2969.77;3;Sim;Não;Não;Comprador Regular
947;18;Masculino;3146;Médio;Solteiro;0;Crato;CE;App Mobile;Amigos/Família;Esportes;2676.08;20;Não;Sim;Não;Comprador Intenso
948;23;Masculino;12165;Superior Incompleto;Divorciado;0;Codó;MA;App Mobile;Propaganda TV;Livros;1403.4;6;Sim;Não;Sim;Comprador Regular
949;31;Feminino;4791;Pós-Graduação;União Estável;0;Cruzeiro do Sul;AC;Redes Sociais;Influenciadores;Cosméticos;1502.04;12;Não;Sim;Não;Comprador Intenso
950;18;Masculino;3389;Médio;Solteiro;0;Pacaraima;RR;Marketplace;Propaganda TV;Moda;1696.68;4;Sim;Sim;Não;Comprador Regular
951;31;Feminino;1354;Médio;Casado;2;Paraíso do Tocantins;TO;E-commerce;Influenciadores;Casa/Decoração;2863.01;3;Sim;Não;Sim;Comprador Regular
952;51;Masculino;1691;Superior Completo;Casado;1;Rio Verde;GO;Redes Sociais;Influenciadores;Eletrônicos;1569.79;18;Sim;Sim;Sim;Comprador Intenso
953;33;Feminino;4193;Superior Completo;Casado;2;Cacoal;RO;Marketplace;Marca;Entretenimento;1242.55;19;Não;Não;Não;Comprador Regular
954;35;Feminino;1593;Médio;Divorciado;0;Rorainópolis;RR;E-commerce;Influenciadores;Casa/Decoração;103.59;19;Não;Não;Não;Comprador Regular
955;19;Masculino;3397;Fundamental;Casado;0;Rondonópolis;MT;Redes Sociais;Amigos/Família;Casa/Decoração;737.32;15;Sim;Sim;Sim;Comprador Regular
956;26;Feminino;4922;Superior Completo;Divorciado;1;Castanhal;PA;Marketplace;Marca;Alimentos;233.38;20;Não;Não;Não;Comprador Regular
957;28;Feminino;3319;Superior Completo;Viúvo;1;Viamão;RS;Marketplace;Reviews Online;Alimentos;2384.82;1;Sim;Não;Sim;Comprador Regular
958;29;Masculino;6480;Superior Incompleto;Casado;1;Ceilândia;DF;App Mobile;Redes Sociais;Entretenimento;2173.73;6;Sim;Não;Não;Comprador Regular
959;47;Feminino;11991;Fundamental;Casado;3;Cruzeiro do Sul;AC;App Mobile;Amigos/Família;Entretenimento;330.66;0;Não;Não;Sim;Comprador Impulsivo
960;39;Masculino;4358;Superior Completo;Solteiro;0;Ceilândia;DF;Marketplace;Propaganda TV;Alimentos;2425.31;2;Sim;Não;Não;Comprador Regular
961;20;Feminino;6685;Superior Completo;União Estável;1;Corumbá;MS;Loja Física;Propaganda TV;Eletrônicos;2395.03;11;Não;Sim;Sim;Comprador Intenso
962;35;Masculino;3642;Médio;Casado;3;Parauapebas;PA;E-commerce;Propaganda TV;Viagens;834.15;19;Não;Sim;Não;Comprador Regular
963;38;Feminino;4149;Médio;Solteiro;3;Sinop;MT;Marketplace;Reviews Online;Livros;1351.03;15;Sim;Sim;Não;Comprador Regular
964;45;Masculino;11783;Superior Incompleto;Casado;2;Guarulhos;SP;App Mobile;Propaganda TV;Saúde;691.14;0;Não;Sim;Não;Comprador Econômico
965;50;Masculino;2478;Superior Completo;União Estável;2;Penedo;AL;Marketplace;Influenciadores;Alimentos;2636.37;11;Não;Sim;Não;Comprador Intenso
966;21;Feminino;5131;Médio;Solteiro;1;São Gonçalo do Amarante;RN;E-commerce;Propaganda TV;Cosméticos;2706.58;15;Sim;Não;Sim;Comprador Intenso
967;24;Masculino;8432;Superior Incompleto;Casado;1;Belém;PA;E-commerce;Experiência Anterior;Moda;1953.89;14;Sim;Sim;Sim;Comprador Intenso
968;19;Feminino;2367;Superior Completo;Solteiro;3;Niterói;RJ;Loja Física;Redes Sociais;Saúde;2564.8;10;Não;Não;Sim;Comprador Regular
969;30;Feminino;11791;Superior Incompleto;Solteiro;3;Piripiri;PI;E-commerce;Preço;Cosméticos;616.8;2;Sim;Não;Não;Comprador Econômico
970;38;Feminino;6096;Pós-Graduação;Casado;3;Rio de Janeiro;RJ;Loja Física;Marca;Moda;2829.28;19;Não;Não;Não;Comprador Intenso
971;43;Feminino;9832;Pós-Graduação;Solteiro;0;Caucaia;CE;E-commerce;Amigos/Família;Cosméticos;745.6;7;Sim;Sim;Sim;Comprador Regular
972;32;Feminino;15488;Superior Completo;Casado;1;Cruzeiro do Sul;AC;Marketplace;Influenciadores;Cosméticos;2802.47;19;Sim;Sim;Não;Comprador Intenso
973;29;Masculino;7027;Médio;Solteiro;2;Vila Velha;ES;App Mobile;Amigos/Família;Saúde;1651.27;5;Não;Não;Sim;Comprador Regular
974;34;Feminino;9885;Superior Completo;Casado;3;Tangará da Serra;MT;E-commerce;Propaganda TV;Saúde;2228.37;16;Sim;Não;Sim;Comprador Intenso
975;23;Feminino;1244;Superior Completo;Divorciado;2;Duque de Caxias;RJ;Marketplace;Propaganda TV;Viagens;600.03;17;Sim;Não;Não;Comprador Regular
976;55;Masculino;16301;Superior Completo;Casado;0;Belo Horizonte;MG;Redes Sociais;Marca;Casa/Decoração;983.13;9;Sim;Sim;Não;Comprador Regular
977;18;Feminino;2042;Pós-Graduação;União Estável;1;Tarauacá;AC;App Mobile;Preço;Esportes;1579.48;8;Sim;Sim;Não;Comprador Regular
978;35;Masculino;1873;Superior Incompleto;Solteiro;3;Londrina;PR;Redes Sociais;Experiência Anterior;Cosméticos;2813.2;12;Não;Sim;Sim;Comprador Intenso
979;55;Masculino;2502;Superior Completo;Solteiro;0;Novo Hamburgo;RS;Loja Física;Redes Sociais;Saúde;792.79;0;Não;Não;Não;Comprador Econômico
980;33;Feminino;12278;Médio;Solteiro;2;Vila Velha;ES;Loja Física;Redes Sociais;Alimentos;1997.46;7;Não;Não;Não;Comprador Regular
981;30;Feminino;4930;Superior Completo;Casado;2;Itabaiana;SE;Loja Física;Redes Sociais;Cosméticos;513.58;3;Sim;Sim;Não;Comprador Econômico
982;29;Masculino;2675;Pós-Graduação;Divorciado;2;Maceió;AL;E-commerce;Influenciadores;Entretenimento;372.67;2;Não;Sim;Não;Comprador Econômico
983;31;Masculino;4010;Fundamental;Solteiro;2;Piripiri;PI;Loja Física;Preço;Alimentos;2535.73;18;Sim;Não;Não;Comprador Intenso
984;48;Feminino;1954;Médio;União Estável;3;Campo Grande;MS;App Mobile;Influenciadores;Alimentos;2855.7;15;Não;Sim;Sim;Comprador Intenso
985;18;Feminino;4176;Pós-Graduação;União Estável;1;Manaus;AM;App Mobile;Experiência Anterior;Alimentos;1245.33;19;Sim;Sim;Sim;Comprador Regular
986;49;Feminino;1576;Pós-Graduação;Casado;0;Ilhéus;BA;E-commerce;Reviews Online;Saúde;710.26;9;Não;Sim;Não;Comprador Regular
987;18;Masculino;1222;Médio;Solteiro;0;Serra;ES;Marketplace;Preço;Moda;142.36;11;Sim;Não;Não;Comprador Regular
988;30;Feminino;8524;Superior Incompleto;Viúvo;1;São Cristóvão;SE;E-commerce;Marca;Cosméticos;1566.59;20;Sim;Não;Não;Comprador Intenso
989;28;Feminino;5011;Superior Incompleto;Solteiro;2;Caxias do Sul;RS;Marketplace;Propaganda TV;Entretenimento;2481.03;10;Sim;Sim;Sim;Comprador Regular
990;39;Masculino;1607;Pós-Graduação;Casado;2;Gravataí;RS;Redes Sociais;Influenciadores;Alimentos;2007.34;9;Sim;Não;Não;Comprador Regular
991;18;Feminino;12567;Superior Incompleto;Solteiro;2;Rio Verde;GO;Loja Física;Reviews Online;Entretenimento;747.34;12;Não;Sim;Sim;Comprador Regular
992;38;Feminino;2343;Superior Incompleto;Casado;1;Penedo;AL;Redes Sociais;Reviews Online;Alimentos;1285.32;15;Sim;Sim;Sim;Comprador Regular
993;55;Feminino;3589;Médio;Divorciado;0;Paço do Lumiar;MA;Redes Sociais;Redes Sociais;Livros;2240.46;17;Sim;Sim;Não;Comprador Intenso
994;18;Feminino;25061;Médio;Divorciado;2;Fortaleza;CE;Loja Física;Amigos/Família;Cosméticos;2626.01;0;Sim;Sim;Não;Comprador Regular
995;35;Masculino;2236;Superior Completo;União Estável;1;Imperatriz;MA;E-commerce;Experiência Anterior;Cosméticos;742.51;8;Sim;Sim;Não;Comprador Regular
996;25;Masculino;5304;Médio;Casado;3;Crato;CE;App Mobile;Reviews Online;Moda;1991.31;16;Sim;Sim;Não;Comprador Intenso
997;37;Feminino;24126;Superior Incompleto;Casado;2;Laranjal do Jari;AP;E-commerce;Marca;Esportes;947.71;11;Sim;Sim;Não;Comprador Regular
998;33;Masculino;6405;Médio;Casado;3;Porto Velho;RO;Loja Física;Experiência Anterior;Moda;1072.82;3;Sim;Sim;Não;Comprador Regular
999;25;Masculino;3906;Superior Incompleto;União Estável;1;Nossa Senhora do Socorro;SE;Redes Sociais;Experiência Anterior;Viagens;230.06;1;Sim;Sim;Não;Comprador Econômico
1000;38;Masculino;3758;Médio;União Estável;1;Campo Grande;MS;App Mobile;Propaganda TV;Livros;1213.18;1;Sim;Não;Não;Comprador Regular
